,ZS_name,name,formatted_address,location,rating,user_ratings_total,formatted_phone_number
1670,Restaurant Pražan,"FORWEIT, sro – odvoz suti a likvidace odpadu","Za Poříčskou bránou 214/12, 186 00 Praha 8-Karlín, Czechia","{'lat': 50.0906269, 'lng': 14.4407841}",,,724 170 940
1671,Restaurant PRETORIA galerie & café,,,,,,
1672,RESTAURANT RENTHAUS,,,,,,
1673,RESTAURANT SAKURA,,,,,,
1674,Restaurant SAMARKAND,,,,,,
1675,RESTAURANT SKLEPENÍ,,,,,,
1676,Restaurant Sokolovna,Restaurace Sokolovna,"22, Slezská 821, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0761171, 'lng': 14.4416747}",4.1,1133.0,222 524 525
1677,RESTAURANT STARÁ PRAHA,Restaurant Stará Praha,"11, Vítězná 530, Malá Strana, 150 00 Praha-Praha 5, Czechia","{'lat': 50.08111719999999, 'lng': 14.4058383}",4.1,1176.0,251 510 217
1678,Restaurant Svatá Klára,233 420,"233 420, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1679,RESTAURANT TEQUILA,Restaurant Tequila,"2A, Makovského 1349, 163 00 Praha 17, Czechia","{'lat': 50.06485540000001, 'lng': 14.3085797}",,,222 947 764
1680,RESTAURANT TOKYO,233 326,"233 326, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1681,RESTAURANT TOSCA,,,,,,
1682,RESTAURANT U BONAPARTA,Restaurant u Bonaparta,"29, Nerudova 242, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.08840729999999, 'lng': 14.3987029}",2.2,434.0,257 531 225
1683,RESTAURANT U CEDRU,233 342,"233 342, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1684,RESTAURANT U ČOUKŮ,,,,,,
1685,RESTAURANT U DOBRÉ MYŠLENKY,U Dobré Myšlenky,"Podskalská 27, Nové Město, 128 00 Praha-Praha 2, Czechia","{'lat': 50.0707444, 'lng': 14.4149303}",4.3,994.0,224 914 424
1686,RESTAURANT U DRAGOUNA,,,,,,
1687,RESTAURANT U GOLEMA,Restaurant Golem,"8, Maiselova 62, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08853489999999, 'lng': 14.4186531}",3.3,381.0,222 244 000
1688,Restaurant U Kašpara,Restaurant U Kašpara,"139, Pod Nuselskými schody 1, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.06848999999999, 'lng': 14.43587}",4.2,556.0,222 562 218
1689,RESTAURANT U MALTÉZSKÝCH RYTÍŘŮ,,,,,,
1690,RESTAURANT U MODRÉ KACHNIČKY,,,,,,
1691,Restaurant U Modré růže,,,,,,
1692,RESTAURANT U VLTAVY,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1693,RESTAURANT U ZLATÉHO HADA,,,,,,
1694,Restaurant U Zlatých nůžek,,,,,,
1695,Restaurant Uno,,,,,,
1696,RESTAURANT V RÁJI,,,,,,
1697,RESTAURANT VČELÍN,Jiná krajina,"5, Kodaňská 319, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.07128650000001, 'lng': 14.451543}",4.5,521.0,271 742 541
1698,Restaurant Villa Voyta,Villa Voyta,"K Novému dvoru 124 /54, 142 00 Praha 4, Czechia","{'lat': 50.0243748, 'lng': 14.4470585}",4.3,310.0,734 234 037
1699,Restaurant White Horse - Bílý Koníček,,,,,,
1700,Restaurant Yoshihashi Sushi,Yoshihashi Sushi,"Rámová 4, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.09029, 'lng': 14.4241755}",4.6,250.0,722 654 007
1701,RESTAURANT ZAJÍČEK - KOLIBA,,,,,,
1702,Restaurant Zlatá Praha,"420, 111 296","420, 111 296, 257 26 Divišov, Czechia","{'lat': 49.7941437, 'lng': 14.8832502}",,,
1703,RESTAURANT ZLATÉ SELE,,,,,,
1704,RESTAURANT ZLATÝ DVŮR,Live Jazz Restaurant Zlatý Dvůr,"9, Husova 242, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.085178, 'lng': 14.41807109999999}",3.6,810.0,224 248 602
1705,RESTAURANT ZVONICE,Restaurant Zvonice,"Jindřišská 33, Nové Město, 110 00 věž-Praha 1, Czechia","{'lat': 50.0851891, 'lng': 14.4301079}",4.5,675.0,224 220 009
1706,Restaurante Brasileiro,Brasileiro U Zelené žáby,"U Radnice 8/13, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0874436, 'lng': 14.419421}",4.7,3773.0,224 234 474
1707,Restaurante El Pablo Steak Bar,Steak Bar El Pablo,"4, U železné lávky 127, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.09052380000001, 'lng': 14.4114668}",4.3,456.0,257 530 959
1708,RESTAURANTS IN s.r.o.,Restaurants In,"8, Třebízského 1391, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0771349, 'lng': 14.4437101}",4.0,1.0,222 727 851
1709,"RESTAURANTS IN, s.r.o.",Restaurants In,"8, Třebízského 1391, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0771349, 'lng': 14.4437101}",4.0,1.0,222 727 851
1710,RESTURANT R. M. RILKE,,,,,,
1711,Richard Haken,,,,,,
1712,Richard POSTLER,Restaurant U Kašpara,"139, Pod Nuselskými schody 1, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.06848999999999, 'lng': 14.43587}",4.2,556.0,222 562 218
1713,Richmond a.s.,,,,,,
1714,Rios Vyšehrad - Restaurant,,,,,,
1715,Ristorante Camino,,,,,,
1716,Ristorante Cerreto,Ristorante Cerreto,"972, Sokolovská 195, 190 00 Praha 9, Czechia","{'lat': 50.10719880000001, 'lng': 14.4890223}",4.5,1673.0,266 312 266
1717,Ristorante Da Emanuel,Ristorante da Emanuel,"Charlese de Gaulla 626/4, 160 00 Praha 6-Bubeneč, Czechia","{'lat': 50.10251909999999, 'lng': 14.4006862}",4.5,316.0,224 312 934
1718,RISTORANTE GUSTO ITALIANO,,,,,,
1719,Ristorante il Giardino,Il Giardino,"6, Bezová 1798, 147 00 Praha 4, Czechia","{'lat': 50.03484890000001, 'lng': 14.4130408}",4.5,1182.0,244 462 100
1720,Ristorante Italiano Buschetto,Ristorante Italiano Buschetto,"Václavské nám. 821/39, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0816386, 'lng': 14.4278396}",4.3,859.0,602 133 682
1721,Ristorante KOGO Slovanský Dům,,,,,,
1722,RISTORANTE Pagana s.r.o.,Sempre Pagana,"Spálená 16, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0808133, 'lng': 14.4198702}",4.7,428.0,224 056 300
1723,Ristorante Pizzeria Al Tagliere,Ristorante-Pizzeria Al Tagliere,"Ječná 549/5, 120 00 Praha 2-Nové Město, Czechia","{'lat': 50.0758188, 'lng': 14.4216994}",4.4,630.0,222 519 038
1724,Ristorante Pizzeria KOGO Havelská,Kogo Havelská ristorante,"Havelská 496/29, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0858101, 'lng': 14.4221968}",4.5,746.0,224 210 259
1725,Ristorante Rugantino,,,,,,
1726,RISTORANTE VENEZIA,,,,,,
1727,Ristorantino da Matteo,Ristorantino da Matteo,"Jirečkova 11, 170 00 Praha 7-Holešovice, Czechia","{'lat': 50.09921440000001, 'lng': 14.4232162}",4.7,175.0,222 938 132
1728,ROB DESIGN,,,,,,
1729,Rocky O'Reillys,,,,,,
1730,Roman Andrle-RA,"Pizza ""HNED""","Svatoslavova 1680/51, 140 00 Praha 4-Nusle, Czechia","{'lat': 50.061683, 'lng': 14.445769}",4.0,189.0,602 619 886
1731,Roman Janovský,,,,,,
1732,Roman VIPLER - Restaurace Na křižovatce,"420, 118 222","420, 118 222, 411 19 Mšené-lázně, Czechia","{'lat': 50.3621332, 'lng': 14.1270026}",,,
1733,RONG KANG INT. s.r.o.,Shang Hai,"6, Anglická 551, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.07693, 'lng': 14.4311479}",3.6,133.0,224 218 154
1734,ROOM - Tapas bar,ROOM,"V Jámě 1263/6, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.0800048, 'lng': 14.4247284}",4.0,135.0,221 634 103
1735,ROSINTER MANAGEMENT SERVICE s.r.o.,,,,,,
1736,Rostislav DUDEK - Club RESTAURANT PEUGEOT,,,,,,
1737,Royal Bengal - Indian restaurant,Himalaya Human Resources,"Karlovo nám. 317/5, 120 00 Praha 2-Nové Město, Czechia","{'lat': 50.0742913, 'lng': 14.4183589}",,,739 035 371
1738,RUBY CAFFE RESTAURANT,,,,,,
1739,Rudolf Liška,,,,,,
1740,Rudolf ŘEZNÍČEK,,,,,,
1741,Rudolf Řezníček,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1742,RUNNING SUSHI - čínská restaurace,,,,,,
1743,RUSTIKA RESTAURANT s.r.o.,,,,,,
1744,ŘECKÁ TAVERNA,,,,,,
1745,ŘECKÝ RESTAURANT DELPHI,,,,,,
1746,S & K Company s.r.o. - Restaurace Per Te,Per Te,"Korunní 783/23, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0754633, 'lng': 14.4417571}",4.6,770.0,222 521 814
1747,"Samoobslužná restaurace, cukrárna a lahůdky",APETIT,"106, Vinohradská 1983, 130 00 Praha 3-Vinohrady, Czechia","{'lat': 50.0773965, 'lng': 14.4560132}",4.3,402.0,272 660 505
1748,Sandis Praha s.r.o.,,,,,,
1749,Sansho,425 420,"425 420, 667 01 Vojkovice, Czechia","{'lat': 49.058958, 'lng': 16.6030086}",,,
1750,SaSaZu,SaSaZu,"306/13, Holešovice, Bubenské nábř., 170 00 Praha 7-Holešovice, Czechia","{'lat': 50.0993043, 'lng': 14.4450765}",4.5,2832.0,284 097 455
1751,Saturnin,,,,,,
1752,SB Centrum Bowling - Restaurant,,,,,,
1753,Sedm konšelů,,,,,,
1754,SELECT FOOD,"Toms Miloš, JUDr.","11, Celetná 598, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08721980000001, 'lng': 14.423694}",,,222 313 921
1755,Serial Burgers,Serial Burgers,"Ostrovní 24, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.080627, 'lng': 14.417515}",4.2,980.0,222 524 561
1756,SEZIO restaurant,Sezio bistro,"4, Malletova 1141, 190 00 Praha 9-Libeň, Czechia","{'lat': 50.1010058, 'lng': 14.4833728}",4.1,240.0,731 191 591
1757,Shalamar Restaurant,,,,,,
1758,SHEN s.r.o.,,,,,,
1759,SHENG DA s.r.o.,Sheng Da S.r.o.,"57, Štěpánská 630, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0804976, 'lng': 14.426189}",,,224 210 299
1760,Sherry Ristorante,,,,,,
1761,SHERWOOD - RESTAURANT,,,,,,
1762,SHUANG YE INTERNATIONAL TRADING,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1763,SCHAFT Invest s.r.o.,,,,,,
1764,SCHOLZ MICHAL,,,,,,
1765,Siddharta Café,Siddharta Café,"8, Jakubská 649, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08817759999999, 'lng': 14.4256208}",4.3,76.0,221 776 404
1766,"Sidi, s.r.o.",,,,,,
1767,Simona SLABOCHOVÁ,,,,,,
1768,Singidunum,113 420,"113 420, 257 24 Chocerady, Czechia","{'lat': 49.87247079999999, 'lng': 14.8030293}",,,
1769,Sitgem s.r.o.,,,,,,
1770,SITULE s.r.o.,,,,,,
1771,SKALKA s.r.o.,,,,,,
1772,SKANZEN s.r.o.,,,,,,
1773,SKLEP restaurant & pension,Sklep restaurant,"Seifertova 447/53, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0849911, 'lng': 14.4462835}",4.3,1115.0,222 540 786
1774,"Sklípek, s.r.o.",Smíchovský radniční sklípek,"Preslova 4, 150 00 Praha 5-Anděl, Czechia","{'lat': 50.07278600000001, 'lng': 14.4069134}",4.4,2367.0,257 000 319
1775,"Slamaris, s.r.o.",,,,,,
1776,"Slovanská lípa, s.r.o.",U Slovanské Lípy,"Tachovské nám. 288/6, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0874795, 'lng': 14.4534651}",4.3,1433.0,734 743 094
1777,SLOW FOOD s.r.o.,Live Jazz Restaurant Zlatý Dvůr,"9, Husova 242, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.085178, 'lng': 14.41807109999999}",3.6,810.0,224 248 602
1778,SLOW FOOD s.r.o.,Restaurace U Modrého Hroznu,"15, Husova 227, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.08573690000001, 'lng': 14.4180819}",3.5,372.0,222 221 185
1779,Slušnej Kanál,,,,,,
1780,SMARAGDOVÁ ZAHRADA s.r.o.,,,,,,
1781,SOHO+,,,,,,
1782,SOHO+ Restaurant&Garden,,,,,,
1783,Sokol Troja Restaurant,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
1784,Sokolovna Radotín,"420, 101 257","420, 101 257, 250 83 Škvorec, Czechia","{'lat': 50.0529874, 'lng': 14.7316557}",,,
1785,"SoKool, s.r.o.",,,,,,
1786,SOLIDNÍ JISTOTA,,,,,,
1787,"SOMMELIER, s.r.o.",,,,,,
1788,"SOND-EXPRES, spol. s r.o.","Sond-expres, spol. S R.o.","4, Kosmonoská 743, 197 00 Praha 19, Czechia","{'lat': 50.13979489999999, 'lng': 14.545935}",,,286 856 383
1789,"SOND-EXPRES, spol. s r.o.",,,,,,
1790,SOTONA,,,,,,
1791,SOUL RESTAURANT - GRILL,,,,,,
1792,SPHINX RESTAURANTS,,,,,,
1793,SPHINX Restaurants - OC Chodov,,,,,,
1794,SPHINX Restaurants - OC Nový Smíchov,,,,,,
1795,Spice India Restaurant,Spice India,"Husitská 91/17, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.086879, 'lng': 14.4465825}",4.4,603.0,602 699 906
1796,Lounge & Terrace,233 420,"233 420, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1797,Spojka Karlín,,,,,,
1798,SPOLEK MILCŮ ČAJE s.r.o.,Spolek Milců Čaje S.r.o.,"Dělnická 1020/54, Holešovice, 170 00 Praha-Praha 7, Czechia","{'lat': 50.1030383, 'lng': 14.4538482}",4.6,5.0,220 801 929
1799,SPORTOVNÍ AREÁL LODĚNICE,Sportovní Areál Loděnice,"Vodácká 8, 171 00 Praha 7, 171 00 Praha-Praha-Troja, Czechia","{'lat': 50.112806, 'lng': 14.426787}",4.5,138.0,233 313 160
1800,STANISLAV MAŠINDA,113 420,"113 420, 257 24 Chocerady, Czechia","{'lat': 49.87247079999999, 'lng': 14.8030293}",,,
1801,Stanislav Růžička,233 420,"233 420, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1802,Stará Doba,,,,,,
1803,"Stará Sokolovna, s.r.o.",241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1804,Starbucks coffee,AmRest s.r.o.,"3, Walterovo nám. 329, 158 00 Praha 5, Czechia","{'lat': 50.0567043, 'lng': 14.3713866}",2.7,12.0,235 013 311
1805,Starbucks coffee,AmRest s.r.o.,"3, Walterovo nám. 329, 158 00 Praha 5, Czechia","{'lat': 50.0567043, 'lng': 14.3713866}",2.7,12.0,235 013 311
1806,STARDUST GAMES s.r.o.,,,,,,
1807,STARKON PRAHA GROUP s.r.o.,,,,,,
1808,Staroměstská restaurace,,,,,,
1809,STAROSUCHDOLSKÁ RESTAURACE f.o.,Zemní Práce Strojem Křen Josef,"4, Ke Kozím hřbetům 3, 165 00 Praha-Suchdol, Czechia","{'lat': 50.1401247, 'lng': 14.3717339}",,,220 923 141
1810,STEAK HRADČANSKÁ,"420, 233 320","420, 233 320, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1811,STEAKHOUSE Stará škola,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1812,Stejkárna,,,,,,
1813,Stejkárna,Stejkárna Holešovice,"Veletržní 246/5, 170 00 Praha 7-Holešovice, Czechia","{'lat': 50.1025336, 'lng': 14.4363605}",4.7,1930.0,777 002 555
1814,STELKO s.r.o.,,,,,,
1815,Stella Cafe Ristorante,Stella Cafe Ristorante,"Moskevská 363/33, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.0692244, 'lng': 14.454969}",4.1,497.0,271 723 864
1816,Story Restaurant,,,,,,
1817,STŘEDOVĚKÁ KRČMA U SEDMI ŠVÁBŮ,,,,,,
1818,Středověká restaurace U Parléře,,,,,,
1819,Střelecký ostrov,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
1820,Subway,,,,,,
1821,Subway Restaurants,,,,,,
1822,SUKHOTHAI - OLIVE Food s.r.o.,,,,,,
1823,"Sun - Buff, s.r.o.",,,,,,
1824,SUN SERVICE spol. s r.o.,,,,,,
1825,"SunMan, s.r.o.","420, 605 273","420, 605 273, 252 16 Nučice, Czechia","{'lat': 50.0090741, 'lng': 14.1954979}",,,
1826,Sushi Lumio,,,,,,
1827,Sushi restaurant MADE IN JAPAN,Sushi bar Made in Japan,"Rytířská 406 10, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08427930000001, 'lng': 14.4214644}",4.5,811.0,604 994 294
1828,SUSHI s.r.o.,,,,,,
1829,Sushi Sushi,Sushi Sushi,"Lipenecká 6, 156 00 Praha-Zbraslav, Czechia","{'lat': 49.96767959999999, 'lng': 14.3782307}",4.4,132.0,777 970 030
1830,SUSHIGO,111 420,"111 420, 257 26 Divišov, Czechia","{'lat': 49.7941437, 'lng': 14.8832502}",,,
1831,SUTERÉN,,,,,,
1832,SVATÝ PROKOP,,,,,,
1833,SVIJANSKÝ RYTÍŘ,233 378,"233 378, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1834,ŠALANSKÝ VLADIMÍR,,,,,,
1835,Šárka Cinkeová,,,,,,
1836,Šatlava,,,,,,
1837,Šatlava,,,,,,
1838,Šatlava,Šatlava,"Blattného, 158 00 Praha 5, Czechia","{'lat': 50.0536852, 'lng': 14.3425512}",4.0,498.0,604 165 589
1839,ŠENK NA VÁCLAVSKÉM NÁMĚSTÍ,,,,,,
1840,ŠIMI GASTRO s.r.o.,233 320,"233 320, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1841,Škačer s.r.o.,Restaurace U Slámů,"Starostrašnická 584/52, Strašnice, 100 00 Praha-Praha 10, Czechia","{'lat': 50.0754757, 'lng': 14.4899559}",4.3,1364.0,274 811 146
1842,"ŠKOLIČKA - RESTAURACE, PENZION","Minipivovar Beznoska, Penzion Školička","Klíčovská 805/11, Prosek, 190 00 Praha-Praha 9, Czechia","{'lat': 50.1176325, 'lng': 14.5071476}",4.5,1922.0,286 583 299
1843,Špejchar - staročeský restaurant,,,,,,
1844,BETYS group s.r.o.,Švejk Restaurant Strašnice: Švejkovo koryto,"28, Průběžná 1174, 100 00 Praha 10-Strašnice, Czechia","{'lat': 50.0688161, 'lng': 14.4914897}",3.8,872.0,274 812 027
1845,Švejk Restaurant U Karla,,,,,,
1846,T.G.I. FRIDAY ' S - AMERICAN RESTAURANT & BAR,,,,,,
1847,T.G.I. Fridays,,,,,,
1848,"Tajstr, s.r.o.",Kulovy blesk,"Ječná 34, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0754206, 'lng': 14.4267014}",4.3,1557.0,721 420 859
1849,TANDOOR,"420, 233 359","420, 233 359, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1850,Tandoor Original Indian Restaurant,233 313,"233 313, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1851,Tankovna s.r.o.,,,,,,
1852,Taverna Olympos - rodina Nedelkos Hellenia s.r.o.,Olympos,"Kubelíkova 25/9, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.081691, 'lng': 14.4467175}",4.4,1635.0,222 722 239
1853,TAVERNA TOSCANA,Taverna Toscana,"Malé Nám. 11, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.0863918, 'lng': 14.4197342}",3.4,678.0,224 231 220
1854,TECHTLE MECHTLE,Techtle Mechtle,"47, Vinohradská 1128, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0774388, 'lng': 14.4402567}",3.5,595.0,222 250 143
1855,"Teji, s.r.o.","420, 523 18","420, 523 18, 586 01 Jihlava, Czechia","{'lat': 49.3779975, 'lng': 15.5900276}",,,
1856,"TEK - AS, s.r.o.",,,,,,
1857,"Teng Sheng, s.r.o.",MakaKiko Running Sushi,"1, Náměstí Republiky 1078, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.08918200000001, 'lng': 14.428739}",3.9,1293.0,225 771 888
1858,Teodoro restaurant-pizzerie-bar,,,,,,
1859,TERASA U ZLATÉ STUDNĚ,Terasa U Zlaté studně,"U Zlaté studně 166/4, Hradčany, 118 00 Praha-Praha 1, Czechia","{'lat': 50.09087539999999, 'lng': 14.4045466}",4.6,532.0,257 533 322
1860,Texas Steakhouse,,,,,,
1861,THAI & CHINESSE RESTAURANT,,,,,,
1862,THAI BOX FOOD,,,,,,
1863,THAJSKÝ RESTAURANT,,,,,,
1864,THANH LONG - ASIA - CHINA - RESTAURANT,Thanh Long - Asia - China - Restaurant,"23, Ostrovní 1681, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0809909, 'lng': 14.4192232}",3.3,3.0,224 933 537
1865,The Dubliner Irish Pub & Restaurant,The Dubliner Irish Bar,"Týn 639/1, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08805469999999, 'lng': 14.4232477}",4.4,3300.0,777 770 230
1866,The Khajuraho Indian Restaurants,,,,,,
1867,The Oak,,,,,,
1868,THE PACK,,,,,,
1869,The Pub,,,,,,
1870,The Pub,The PUB Praha 2,"Hálkova 6, 120 00 Praha 2-Nové Město, Czechia","{'lat': 50.0761791, 'lng': 14.4283676}",4.1,872.0,222 940 414
1871,The Pub,The Pub Praha 1,"Veleslavínova 3, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.08800300000001, 'lng': 14.415943}",4.1,2501.0,222 312 296
1872,The Pub,The PUB Praha 6,"Československé armády 785/22, 160 00 Praha 6-Bubeneč, Czechia","{'lat': 50.1007335, 'lng': 14.401446}",4.3,731.0,223 019 077
1873,The Pub,,,,,,
1874,The Real Meat Society s.r.o. - Maso a Kobliha,,,,,,
1875,The Tunnel Bar & Restaurant,,,,,,
1876,"The TWO, s.r.o.",,,,,,
1877,THEATRO Cafe & Restaurant,Theatro Restaurant & Cafe,"Křižíkova 10/ 283, 186 00 Praha 8-Florenc, Czechia","{'lat': 50.0901939, 'lng': 14.4411859}",4.2,330.0,221 868 509
1878,THUREBAK s.r.o.,Thurebak S.r.o.,"56, Slezská 1668, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07613159999999, 'lng': 14.4465978}",,,222 513 369
1879,TIAN XIN s.r.o.,Hui Bin Ge,"192, Vinohradská 2227, 130 00 Praha 3-Vinohrady, Czechia","{'lat': 50.0779831, 'lng': 14.4761545}",3.5,217.0,272 740 612
1880,TIANTAN,,,,,,
1881,TIGR s.r.o.,,,,,,
1882,TJH SERVIS s.r.o.,John&George,"4, Velkopřevorské nám. 485, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0861856, 'lng': 14.4062827}",,,257 217 736
1883,Tkalcovský dvůr,,,,,,
1884,TOBIKO sushi s.r.o.,Tobiko Sushi,"Praha-Dolní Chabry, 184 00 Praha-Dolní Chabry, Czechia","{'lat': 50.146398, 'lng': 14.45091}",4.6,111.0,776 294 449
1885,Tom's Burger,Tom's Burger,"Hybernská 1010/26, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08707099999999, 'lng': 14.4339907}",4.2,1299.0,776 318 177
1886,Tom's Burger,Tom's Burger,"Valentinská 9, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0882114, 'lng': 14.4162684}",4.0,966.0,774 274 477
1887,Tom's Burger,,,,,,
1888,Tom's Burger - stánek,,,,,,
1889,Tomáš Čech - RESTAURACE U ČECHŮ,,,,,,
1890,Tomáš Chalupský,Pizzerie Veranda,"57, Průběžná 1823, Strašnice, 100 00 Praha-Praha 10, Czechia","{'lat': 50.0671296, 'lng': 14.4961274}",4.4,1102.0,274 775 522
1891,Tomáš Nachtigal,,,,,,
1892,Tomáš NOVÁK,Restaurace Na Rozhraní,"7, Srbská 286, 160 00 Praha 6-Dejvice, Czechia","{'lat': 50.0991592, 'lng': 14.4051069}",4.6,494.0,224 323 876
1893,Tomáš novák-restaurace,,,,,,
1894,Tomáš Pelíšek,,,,,,
1895,Tomáš Skála,,,,,,
1896,TONG SHUN DA s.r.o.,,,,,,
1897,TOSCIA spol. s r.o.,,,,,,
1898,TRAMWAY,První Pivní Tramway,"1a, Na Chodovci 3268, 140 00 Praha 4-Spořilov, Czechia","{'lat': 50.05048919999999, 'lng': 14.481965}",4.4,638.0,272 765 683
1899,TRAPPOLA PANKRÁC s.r.o.,Hamy's Kitchen,"Na Pankráci 1597/76, 140 00 Praha 4-Nusle, Czechia","{'lat': 50.0543147, 'lng': 14.4363678}",4.1,247.0,261 211 920
1900,TRATTORIA CICALA,Trattoria Cicala,"Žitná 43, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.0772738, 'lng': 14.4284114}",4.6,642.0,222 210 375
1901,Trattoria La Casa,,,,,,
1902,True Blue Restaurant,,,,,,
1903,TRV s.r.o.,Charles Bridge Restaurant,"Smetanovo nábř. 195, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0858751, 'lng': 14.4137739}",4.2,1539.0,603 222 379
1904,TŘETÍ EINSTEIN spol. s r.o.,,,,,,
1905,Tři sestřičky s.r.o.,,,,,,
1906,Type restaurant & bar,,,,,,
1907,U Balouna,Restaurant U Balouna,"20, Václavské nám. 781, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.08288959999999, 'lng': 14.4248075}",3.8,872.0,224 228 388
1908,U Básníka pánve,,,,,,
1909,U Bílého Lva - restaurant,233 355,"233 355, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1910,U Brejšků Haškova restaurace,,,,,,
1911,U Bubeníčků,,,,,,
1912,U BULDOKA PRAHA s.r.o.,Hospoda u Buldoka,"Preslova 353/1, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.07255259999999, 'lng': 14.406758}",4.2,1063.0,257 329 154
1913,U CVRKŮ s.r.o.,U Cvrků S.r.o.,"13, Na Jarově 1960, 130 00 Praha 3, Czechia","{'lat': 50.0887433, 'lng': 14.4892992}",4.0,4.0,382 275 124
1914,U ČERNÉHO SLUNCE,,,,,,
1915,U ČESKÉHO LVA,,,,,,
1916,U DRAGOUNA,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1917,U Emy Destinnové,425 420,"425 420, 667 01 Vojkovice, Czechia","{'lat': 49.058958, 'lng': 16.6030086}",,,
1918,U ERIKY - RESTAURACE SE ZAHRÁDKOU,,,,,,
1919,U FIŠMISTRŮ,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1920,u Fugiho OiZoiOi Pho restaurace,,,,,,
